word	category
Skorpion	lowA_lowS
Gebirge	lowA_lowS
Flagge	lowA_lowS
Gefieder	lowA_lowS
Schweif	lowA_lowS
Grabmal	lowA_lowS
Marmor	lowA_lowS
Knolle	lowA_lowS
Reliquie	lowA_lowS
Tunnel	lowA_lowS
Staude	lowA_lowS
Knospe	lowA_lowS
Einhorn	lowA_lowS
Kristall	lowA_lowS
Palast	lowA_lowS
Falter	lowA_lowS
Krater	lowA_lowS
Visier	lowA_lowS
Aufdruck	lowA_lowS
Veranda	lowA_lowS
Porträt	lowA_lowS
Erdhügel	lowA_lowS
Graben	lowA_lowS
Plakette	lowA_lowS
Fenchel	lowA_lowS
Natter	lowA_lowS
Piranha	lowA_lowS
Schnecke	lowA_lowS
Kruste	lowA_lowS
Tentakel	lowA_lowS
Zipfel	lowA_lowS
Akazie	lowA_lowS
Seestern	lowA_lowS
Korridor	lowA_lowS
Ziegel	lowA_lowS
Schwefel	lowA_lowS
Rebstock	lowA_lowS
Qualle	lowA_lowS
Dromedar	lowA_lowS
Molekül	lowA_lowS
Quartier	lowA_lowS
Pappel	lowA_lowS
Planet	lowA_lowS
Sensor	lowA_lowS
Zapfen	lowA_lowS
Flecken	lowA_lowS
Prärie	lowA_lowS
Oktopus	lowA_lowS
Stadion	lowA_highS
Flugplatz	lowA_highS
Kompressor	lowA_highS
Panda	lowA_highS
Ferkel	lowA_highS
Zaunkönig	lowA_highS
Gebläse	lowA_highS
Sperling	lowA_highS
Feuersturm	lowA_highS
Hahn	lowA_highS
Trafo	lowA_highS
Aula	lowA_highS
Stier	lowA_highS
Elefant	lowA_highS
Schaf	lowA_highS
Rotkehlchen	lowA_highS
Motor	lowA_highS
Pavian	lowA_highS
Tiger	lowA_highS
Truthahn	lowA_highS
Gondel	lowA_highS
Turbine	lowA_highS
Transistor	lowA_highS
Küken	lowA_highS
Schwan	lowA_highS
Tornado	lowA_highS
Wasserwerk	lowA_highS
Singvogel	lowA_highS
Kapelle	lowA_highS
Flugzeug	lowA_highS
Kröte	lowA_highS
Tiergarten	lowA_highS
Ente	lowA_highS
Krähe	lowA_highS
Sirene	lowA_highS
Theater	lowA_highS
Hyäne	lowA_highS
Schwalbe	lowA_highS
Grille	lowA_highS
Kakadu	lowA_highS
Wald	lowA_highS
Geläut	lowA_highS
Park	lowA_highS
Brandung	lowA_highS
Schimpanse	lowA_highS
Lüftung	lowA_highS
Lawine	lowA_highS
Wolf	lowA_highS
Schraube	highA_lowS
Joghurt	highA_lowS
Schrubber	highA_lowS
Angel	highA_lowS
Korsett	highA_lowS
Kandare	highA_lowS
Zwiebel	highA_lowS
Folie	highA_lowS
Waage	highA_lowS
Spind	highA_lowS
Frisbee	highA_lowS
Widerhaken	highA_lowS
Strumpf	highA_lowS
Magnet	highA_lowS
Diskette	highA_lowS
Flyer	highA_lowS
Krümel	highA_lowS
Kordel	highA_lowS
Butter	highA_lowS
Scharnier	highA_lowS
Schlitten	highA_lowS
Schemel	highA_lowS
Skalpell	highA_lowS
Stativ	highA_lowS
Regal	highA_lowS
Leiter	highA_lowS
Knopf	highA_lowS
Wiege	highA_lowS
Webstuhl	highA_lowS
Atlas	highA_lowS
Kamm	highA_lowS
Peperoni	highA_lowS
Textilie	highA_lowS
Brot	highA_lowS
Tupfer	highA_lowS
Degen	highA_lowS
Mango	highA_lowS
Aubergine	highA_lowS
Schlaufe	highA_lowS
Spaghetti	highA_lowS
Paket	highA_lowS
Zügel	highA_lowS
Scheck	highA_lowS
Krücke	highA_lowS
Ranzen	highA_lowS
Ausweis	highA_lowS
Haken	highA_lowS
Krone	highA_lowS
Böller	highA_highS
Schläger	highA_highS
Mäher	highA_highS
Kind	highA_highS
Banjo	highA_highS
Harfe	highA_highS
Schaukel	highA_highS
Lasso	highA_highS
Blech	highA_highS
Mikrofon	highA_highS
Bombe	highA_highS
Dynamit	highA_highS
Flöte	highA_highS
Beil	highA_highS
Blasebalg	highA_highS
Saxophon	highA_highS
Zapfhahn	highA_highS
Festwagen	highA_highS
Tamburin	highA_highS
Moped	highA_highS
Trompete	highA_highS
Triangel	highA_highS
Flinte	highA_highS
Mofa	highA_highS
Hupe	highA_highS
Wischer	highA_highS
Alphorn	highA_highS
Schlagzeug	highA_highS
Seilzug	highA_highS
Saite	highA_highS
Lagerfeuer	highA_highS
Telefon	highA_highS
Blinker	highA_highS
Revolver	highA_highS
Taktstock	highA_highS
Bohrer	highA_highS
Posaune	highA_highS
Drucker	highA_highS
Besen	highA_highS
Meißel	highA_highS
Dampfwalze	highA_highS
Rekorder	highA_highS
Kontrabass	highA_highS
Blockflöte	highA_highS
Motorrad	highA_highS
Fagott	highA_highS
Pistole	highA_highS
Tuba	highA_highS
