word	category
Vorraum	lowA_lowS
Schweif	lowA_lowS
Grabmal	lowA_lowS
Vordach	lowA_lowS
Einhorn	lowA_lowS
Stachel	lowA_lowS
Veranda	lowA_lowS
Fontäne	lowA_lowS
Schleim	lowA_lowS
Fenchel	lowA_lowS
Bildnis	lowA_lowS
Pfeiler	lowA_lowS
Strauch	lowA_lowS
Koralle	lowA_lowS
Mahnmal	lowA_lowS
Thymian	lowA_lowS
Viadukt	lowA_lowS
Schlund	lowA_lowS
Gebüsch	lowA_lowS
Stausee	lowA_lowS
Gefieder	lowA_lowS
Vorstadt	lowA_lowS
Hämatom	lowA_lowS
Piranha	lowA_lowS
Schuppe	lowA_lowS
Falter	lowA_lowS
Phosphor	lowA_lowS
Skorpion	lowA_lowS
Giraffe	lowA_lowS
Kastanie	lowA_lowS
Zipfel	lowA_lowS
Kuppel	lowA_lowS
Marmor	lowA_lowS
Tentakel	lowA_lowS
Kristall	lowA_lowS
Pollen	lowA_lowS
Schleier	lowA_lowS
Zapfen	lowA_lowS
Lavendel	lowA_lowS
Pavillon	lowA_lowS
Vorhof	lowA_lowS
Wölkchen	lowA_lowS
Papagei	lowA_highS
Panther	lowA_highS
Gorilla	lowA_highS
Truthahn	lowA_highS
Auspuff	lowA_highS
Tonband	lowA_highS
Hamster	lowA_highS
Flieger	lowA_highS
Sperling	lowA_highS
Kleinbus	lowA_highS
Elefant	lowA_highS
Kolibri	lowA_highS
Schwein	lowA_highS
Waschbär	lowA_highS
Kuckuck	lowA_highS
Brandung	lowA_highS
Staudamm	lowA_highS
Düsenjet	lowA_highS
Wachturm	lowA_highS
Telegraf	lowA_highS
Detektor	lowA_highS
Saloon	lowA_highS
Metronom	lowA_highS
Stadion	lowA_highS
Jaguar	lowA_highS
Marder	lowA_highS
Grille	lowA_highS
Ferkel	lowA_highS
Kakadu	lowA_highS
Piepser	lowA_highS
Flugzeug	lowA_highS
Schwan	lowA_highS
Sirene	lowA_highS
Büffel	lowA_highS
Propeller	lowA_highS
Aufzug	lowA_highS
Zirkus	lowA_highS
Telegraph	lowA_highS
Pavian	lowA_highS
Flugplatz	lowA_highS
Zaunkönig	lowA_highS
Triebwerk	lowA_highS
Zahnrad	highA_lowS
Zigarre	highA_lowS
Joghurt	highA_lowS
Schminke	highA_lowS
Bargeld	highA_lowS
Zwiebel	highA_lowS
Diskette	highA_lowS
Saatgut	highA_lowS
Kandare	highA_lowS
Zutaten	highA_lowS
Sticker	highA_lowS
Schrank	highA_lowS
Skalpell	highA_lowS
Armband	highA_lowS
Schleppe	highA_lowS
Perücke	highA_lowS
Schlaufe	highA_lowS
Krawatte	highA_lowS
Prothese	highA_lowS
Bumerang	highA_lowS
Umschlag	highA_lowS
Ausweis	highA_lowS
Puzzle	highA_lowS
Tupfer	highA_lowS
Kordel	highA_lowS
Sattel	highA_lowS
Stativ	highA_lowS
Ranzen	highA_lowS
Locher	highA_lowS
Hefter	highA_lowS
Krücke	highA_lowS
Bikini	highA_lowS
Riemen	highA_lowS
Krokette	highA_lowS
Lineal	highA_lowS
Textilie	highA_lowS
Himbeere	highA_lowS
Skizze	highA_lowS
Wickel	highA_lowS
Kuvert	highA_lowS
Butter	highA_lowS
Einrad	highA_lowS
Traktor	highA_highS
Konsole	highA_highS
Trommel	highA_highS
Drucker	highA_highS
Wischer	highA_highS
Seilzug	highA_highS
Dynamit	highA_highS
Stapler	highA_highS
Gitarre	highA_highS
Klöppel	highA_highS
Roboter	highA_highS
Baseball	highA_highS
Posaune	highA_highS
Pistole	highA_highS
Blinker	highA_highS
Alphorn	highA_highS
Schaukel	highA_highS
Triangel	highA_highS
Bagger	highA_highS
Roller	highA_highS
Peitsche	highA_highS
Flinte	highA_highS
Saxophon	highA_highS
Motorrad	highA_highS
Hammer	highA_highS
Tastatur	highA_highS
Telefon	highA_highS
Revolver	highA_highS
Zapfhahn	highA_highS
Tamburin	highA_highS
Schalter	highA_highS
Klavier	highA_highS
Knebel	highA_highS
Geschütz	highA_highS
Trompete	highA_highS
Computer	highA_highS
Keyboard	highA_highS
Dusche	highA_highS
Bohrer	highA_highS
Knarre	highA_highS
Werkzeug	highA_highS
Karussell	highA_highS
