word	category
Porträt	lowA_lowS
Abhang	lowA_lowS
Zisterne	lowA_lowS
Qualle	lowA_lowS
Akazie	lowA_lowS
Grabmal	lowA_lowS
Graben	lowA_lowS
Knospe	lowA_lowS
Asche	lowA_lowS
Korridor	lowA_lowS
Schlamm	lowA_lowS
Dunst	lowA_lowS
Pfeiler	lowA_lowS
Gefieder	lowA_lowS
Eiche	lowA_lowS
Erdhügel	lowA_lowS
Schlund	lowA_lowS
Kiesel	lowA_lowS
Fels	lowA_lowS
Düne	lowA_lowS
Vordach	lowA_lowS
Borke	lowA_lowS
Eidechse	lowA_lowS
Fenchel	lowA_lowS
Schuppe	lowA_lowS
Schwefel	lowA_lowS
Palast	lowA_lowS
Pappel	lowA_lowS
Zapfen	lowA_lowS
Emblem	lowA_lowS
Gecko	lowA_lowS
Kruste	lowA_lowS
Aufdruck	lowA_lowS
Planet	lowA_lowS
Rinne	lowA_lowS
Statue	lowA_lowS
Schimpanse	lowA_highS
Pavian	lowA_highS
Flugplatz	lowA_highS
Eule	lowA_highS
Frosch	lowA_highS
Wasserwerk	lowA_highS
Panther	lowA_highS
Tiger	lowA_highS
Wal	lowA_highS
Meise	lowA_highS
Theater	lowA_highS
Auspuff	lowA_highS
Propeller	lowA_highS
Kakadu	lowA_highS
Grille	lowA_highS
Truthahn	lowA_highS
Fluss	lowA_highS
Hummel	lowA_highS
Zirkus	lowA_highS
Küken	lowA_highS
Rabe	lowA_highS
Taube	lowA_highS
Trafo	lowA_highS
Getriebe	lowA_highS
Kuckuck	lowA_highS
Aula	lowA_highS
Kondensator	lowA_highS
Lüftung	lowA_highS
Geläut	lowA_highS
Jaguar	lowA_highS
Kolibri	lowA_highS
Ferkel	lowA_highS
Stier	lowA_highS
Krähe	lowA_highS
Ente	lowA_highS
Gondel	lowA_highS
Hacke	highA_lowS
Prothese	highA_lowS
Schleppe	highA_lowS
Spind	highA_lowS
Ranzen	highA_lowS
Kamm	highA_lowS
Krümel	highA_lowS
Bikini	highA_lowS
Knauf	highA_lowS
Himbeere	highA_lowS
Schlitten	highA_lowS
Paprika	highA_lowS
Saatgut	highA_lowS
Schlaufe	highA_lowS
Webstuhl	highA_lowS
Flyer	highA_lowS
Zwiebel	highA_lowS
Tablette	highA_lowS
Bumerang	highA_lowS
Degen	highA_lowS
Kommode	highA_lowS
Toast	highA_lowS
Zügel	highA_lowS
Korsett	highA_lowS
Umschlag	highA_lowS
Zeichnung	highA_lowS
Schminke	highA_lowS
Scharnier	highA_lowS
Lineal	highA_lowS
Mappe	highA_lowS
Tabak	highA_lowS
Jeans	highA_lowS
Schraube	highA_lowS
Matte	highA_lowS
Kajak	highA_lowS
Karabiner	highA_lowS
Baby	highA_highS
Gewehr	highA_highS
Kontrabass	highA_highS
Schlagzeug	highA_highS
Tastatur	highA_highS
Motorrad	highA_highS
Klaviatur	highA_highS
Fagott	highA_highS
Bombe	highA_highS
Schleuder	highA_highS
Rassel	highA_highS
Akkordeon	highA_highS
Flinte	highA_highS
Tamburin	highA_highS
Peitsche	highA_highS
Rakete	highA_highS
Blech	highA_highS
Hobel	highA_highS
Revolver	highA_highS
Granate	highA_highS
Posaune	highA_highS
Dynamit	highA_highS
Flöte	highA_highS
Walze	highA_highS
Blinker	highA_highS
Schleifer	highA_highS
Festwagen	highA_highS
Harfe	highA_highS
Stapler	highA_highS
Alphorn	highA_highS
Pfeife	highA_highS
Bohrer	highA_highS
Lasso	highA_highS
Meißel	highA_highS
Kind	highA_highS
Telefon	highA_highS
