word	category
Grabmal	lowA_lowS
Stachel	lowA_lowS
Schweif	lowA_lowS
Einhorn	lowA_lowS
Vordach	lowA_lowS
Fenchel	lowA_lowS
Veranda	lowA_lowS
Pfeiler	lowA_lowS
Strauch	lowA_lowS
Mahnmal	lowA_lowS
Thymian	lowA_lowS
Schleim	lowA_lowS
Schlund	lowA_lowS
Gebüsch	lowA_lowS
Bildnis	lowA_lowS
Anwesen	lowA_lowS
Fassade	lowA_lowS
Koralle	lowA_lowS
Makrele	lowA_lowS
Verlies	lowA_lowS
Flecken	lowA_lowS
Gefieder	lowA_lowS
Marmor	lowA_lowS
Falter	lowA_lowS
Vorhof	lowA_lowS
Piranha	lowA_lowS
Kiesel	lowA_lowS
Krabbe	lowA_lowS
Schuppe	lowA_lowS
Kuppel	lowA_lowS
Denkmal	lowA_lowS
Kastanie	lowA_lowS
Prärie	lowA_lowS
Zipfel	lowA_lowS
Zapfen	lowA_lowS
Giraffe	lowA_lowS
Pollen	lowA_lowS
Gehöft	lowA_lowS
Pappel	lowA_lowS
Kristall	lowA_lowS
Lavendel	lowA_lowS
Abhang	lowA_lowS
Sockel	lowA_lowS
Schwefel	lowA_lowS
Schilf	lowA_lowS
Zisterne	lowA_lowS
Korridor	lowA_lowS
Skorpion	lowA_lowS
Tornado	lowA_highS
Papagei	lowA_highS
Panther	lowA_highS
Gorilla	lowA_highS
Hamster	lowA_highS
Tonband	lowA_highS
Flieger	lowA_highS
Auspuff	lowA_highS
Truthahn	lowA_highS
Telefax	lowA_highS
Elefant	lowA_highS
Kolibri	lowA_highS
Kleinbus	lowA_highS
Sperling	lowA_highS
Schwein	lowA_highS
Kuckuck	lowA_highS
Kapelle	lowA_highS
Brandung	lowA_highS
Stadion	lowA_highS
Düsenjet	lowA_highS
Telegraf	lowA_highS
Staudamm	lowA_highS
Jaguar	lowA_highS
Saloon	lowA_highS
Schwalbe	lowA_highS
Theater	lowA_highS
Grille	lowA_highS
Ferkel	lowA_highS
Marder	lowA_highS
Kakadu	lowA_highS
Sirene	lowA_highS
Schwan	lowA_highS
Büffel	lowA_highS
Gondel	lowA_highS
Flugzeug	lowA_highS
Zirkus	lowA_highS
Specht	lowA_highS
Propeller	lowA_highS
Telegraph	lowA_highS
Pavian	lowA_highS
Flugplatz	lowA_highS
Geläut	lowA_highS
Spatz	lowA_highS
Triebwerk	lowA_highS
Straße	lowA_highS
Zaunkönig	lowA_highS
Henne	lowA_highS
Meise	lowA_highS
Kommode	highA_lowS
Zahnrad	highA_lowS
Schemel	highA_lowS
Vitrine	highA_lowS
Zigarre	highA_lowS
Joghurt	highA_lowS
Strumpf	highA_lowS
Bargeld	highA_lowS
Schminke	highA_lowS
Markise	highA_lowS
Paprika	highA_lowS
Saatgut	highA_lowS
Schlinge	highA_lowS
Korsett	highA_lowS
Kandare	highA_lowS
Sticker	highA_lowS
Bandage	highA_lowS
Diskette	highA_lowS
Krümel	highA_lowS
Schleppe	highA_lowS
Barren	highA_lowS
Schraube	highA_lowS
Skalpell	highA_lowS
Ausweis	highA_lowS
Schlaufe	highA_lowS
Prothese	highA_lowS
Bumerang	highA_lowS
Tupfer	highA_lowS
Stativ	highA_lowS
Umschlag	highA_lowS
Puzzle	highA_lowS
Sattel	highA_lowS
Futter	highA_lowS
Ranzen	highA_lowS
Webstuhl	highA_lowS
Bikini	highA_lowS
Krücke	highA_lowS
Kordel	highA_lowS
Locher	highA_lowS
Lineal	highA_lowS
Hefter	highA_lowS
Ordner	highA_lowS
Skizze	highA_lowS
Krokette	highA_lowS
Sessel	highA_lowS
Butter	highA_lowS
Armlehne	highA_lowS
Schnalle	highA_lowS
Konsole	highA_highS
Trommel	highA_highS
Drucker	highA_highS
Dynamit	highA_highS
Roboter	highA_highS
Posaune	highA_highS
Seilzug	highA_highS
Wischer	highA_highS
Gitarre	highA_highS
Stapler	highA_highS
Alphorn	highA_highS
Klöppel	highA_highS
Roller	highA_highS
Pistole	highA_highS
Blinker	highA_highS
Triangel	highA_highS
Bagger	highA_highS
Hammer	highA_highS
Telefon	highA_highS
Schaukel	highA_highS
Saxophon	highA_highS
Flinte	highA_highS
Klavier	highA_highS
Peitsche	highA_highS
Schalter	highA_highS
Geschütz	highA_highS
Zapfhahn	highA_highS
Trompete	highA_highS
Dusche	highA_highS
Motorrad	highA_highS
Knarre	highA_highS
Keyboard	highA_highS
Tastatur	highA_highS
Revolver	highA_highS
Säugling	highA_highS
Tamburin	highA_highS
Computer	highA_highS
Gewehr	highA_highS
Böller	highA_highS
Rakete	highA_highS
Kanone	highA_highS
Moped	highA_highS
Walze	highA_highS
Karussell	highA_highS
Harfe	highA_highS
Blech	highA_highS
Wippe	highA_highS
Rassel	highA_highS
