word	category
Grabmal	lowA_lowS
Schweif	lowA_lowS
Stachel	lowA_lowS
Einhorn	lowA_lowS
Vordach	lowA_lowS
Fenchel	lowA_lowS
Veranda	lowA_lowS
Pfeiler	lowA_lowS
Strauch	lowA_lowS
Mahnmal	lowA_lowS
Schleim	lowA_lowS
Thymian	lowA_lowS
Schlund	lowA_lowS
Gebüsch	lowA_lowS
Bildnis	lowA_lowS
Koralle	lowA_lowS
Anwesen	lowA_lowS
Fassade	lowA_lowS
Makrele	lowA_lowS
Verlies	lowA_lowS
Gefieder	lowA_lowS
Flecken	lowA_lowS
Piranha	lowA_lowS
Falter	lowA_lowS
Marmor	lowA_lowS
Vorhof	lowA_lowS
Schuppe	lowA_lowS
Kiesel	lowA_lowS
Kastanie	lowA_lowS
Krabbe	lowA_lowS
Denkmal	lowA_lowS
Giraffe	lowA_lowS
Kuppel	lowA_lowS
Prärie	lowA_lowS
Lavendel	lowA_lowS
Zapfen	lowA_lowS
Zipfel	lowA_lowS
Kristall	lowA_lowS
Pappel	lowA_lowS
Gehöft	lowA_lowS
Zisterne	lowA_lowS
Pollen	lowA_lowS
Schwefel	lowA_lowS
Abhang	lowA_lowS
Korridor	lowA_lowS
Skorpion	lowA_lowS
Schilf	lowA_lowS
Seestern	lowA_lowS
Sockel	lowA_lowS
Diagramm	lowA_lowS
Tentakel	lowA_lowS
Kornfeld	lowA_lowS
Sediment	lowA_lowS
Emblem	lowA_lowS
Knospe	lowA_lowS
Sandbank	lowA_lowS
Sphinx	lowA_lowS
Wölkchen	lowA_lowS
Schleier	lowA_lowS
Rebstock	lowA_lowS
Pavillon	lowA_lowS
Krater	lowA_lowS
Natter	lowA_lowS
Kruste	lowA_lowS
Lagune	lowA_lowS
Quartier	lowA_lowS
Portrait	lowA_lowS
Flagge	lowA_lowS
Erdhügel	lowA_lowS
Abbild	lowA_lowS
Schnecke	lowA_lowS
Dromedar	lowA_lowS
Planet	lowA_lowS
Friedhof	lowA_lowS
Lätzchen	lowA_lowS
Steinweg	lowA_lowS
Sensor	lowA_lowS
Flocke	lowA_lowS
Graben	lowA_lowS
Biotop	lowA_lowS
Akazie	lowA_lowS
Torbogen	lowA_lowS
Talisman	lowA_lowS
Eidechse	lowA_lowS
Tornado	lowA_highS
Papagei	lowA_highS
Panther	lowA_highS
Gorilla	lowA_highS
Hamster	lowA_highS
Tonband	lowA_highS
Flieger	lowA_highS
Auspuff	lowA_highS
Truthahn	lowA_highS
Telefax	lowA_highS
Elefant	lowA_highS
Kolibri	lowA_highS
Kleinbus	lowA_highS
Sperling	lowA_highS
Schwein	lowA_highS
Kuckuck	lowA_highS
Kapelle	lowA_highS
Brandung	lowA_highS
Stadion	lowA_highS
Düsenjet	lowA_highS
Telegraf	lowA_highS
Staudamm	lowA_highS
Jaguar	lowA_highS
Saloon	lowA_highS
Schwalbe	lowA_highS
Grille	lowA_highS
Ferkel	lowA_highS
Marder	lowA_highS
Kakadu	lowA_highS
Sirene	lowA_highS
Schwan	lowA_highS
Büffel	lowA_highS
Gondel	lowA_highS
Flugzeug	lowA_highS
Zirkus	lowA_highS
Specht	lowA_highS
Propeller	lowA_highS
Telegraph	lowA_highS
Pavian	lowA_highS
Flugplatz	lowA_highS
Geläut	lowA_highS
Spatz	lowA_highS
Triebwerk	lowA_highS
Zaunkönig	lowA_highS
Henne	lowA_highS
Meise	lowA_highS
Kröte	lowA_highS
