word	category
Satellit	lowA_lowS
Statue	lowA_lowS
Thymian	lowA_lowS
Lätzchen	lowA_lowS
Sandbank	lowA_lowS
Gitter	lowA_lowS
Palast	lowA_lowS
Gebirge	lowA_lowS
Talisman	lowA_lowS
Pfeiler	lowA_lowS
Reliquie	lowA_lowS
Kruste	lowA_lowS
Pulver	lowA_lowS
Emblem	lowA_lowS
Graben	lowA_lowS
Sphinx	lowA_lowS
Erdhügel	lowA_lowS
Kuppel	lowA_lowS
Pollen	lowA_lowS
Porträt	lowA_lowS
Klecks	lowA_lowS
Knospe	lowA_lowS
Veranda	lowA_lowS
Rebstock	lowA_lowS
Koralle	lowA_lowS
Sensor	lowA_lowS
Visier	lowA_lowS
Flagge	lowA_lowS
Krabbe	lowA_lowS
Prärie	lowA_lowS
Schleier	lowA_lowS
Aufdruck	lowA_lowS
Lavendel	lowA_lowS
Lagune	lowA_lowS
Natter	lowA_lowS
Oktopus	lowA_lowS
Pappel	lowA_lowS
Bildnis	lowA_lowS
Zapfen	lowA_lowS
Kornfeld	lowA_lowS
Molekül	lowA_lowS
Schlund	lowA_lowS
Kondensator	lowA_highS
Wal	lowA_highS
Gorilla	lowA_highS
Büffel	lowA_highS
Lawine	lowA_highS
Brandung	lowA_highS
Propeller	lowA_highS
Zaunkönig	lowA_highS
Saloon	lowA_highS
Schwalbe	lowA_highS
Drossel	lowA_highS
Rotkehlchen	lowA_highS
Gebläse	lowA_highS
Eule	lowA_highS
Flughafen	lowA_highS
Grille	lowA_highS
Singvogel	lowA_highS
Truthahn	lowA_highS
Spatz	lowA_highS
Marder	lowA_highS
Wasserfall	lowA_highS
Stier	lowA_highS
Vogel	lowA_highS
Taube	lowA_highS
Staudamm	lowA_highS
Pavian	lowA_highS
Küken	lowA_highS
Trafo	lowA_highS
Straße	lowA_highS
Aula	lowA_highS
Hahn	lowA_highS
Tiger	lowA_highS
Wald	lowA_highS
Kolibri	lowA_highS
Kompressor	lowA_highS
Jaguar	lowA_highS
Flugplatz	lowA_highS
Wolf	lowA_highS
Zirkus	lowA_highS
Uhu	lowA_highS
Löwe	lowA_highS
Panther	lowA_highS
Spaghetti	highA_lowS
Kamm	highA_lowS
Schlinge	highA_lowS
Flyer	highA_lowS
Scharnier	highA_lowS
Paddel	highA_lowS
Umschlag	highA_lowS
Atlas	highA_lowS
Tupfer	highA_lowS
Toast	highA_lowS
Kommode	highA_lowS
Kandare	highA_lowS
Haken	highA_lowS
Seil	highA_lowS
Ausweis	highA_lowS
Einrad	highA_lowS
Hacke	highA_lowS
Kajak	highA_lowS
Spind	highA_lowS
Bikini	highA_lowS
Magnet	highA_lowS
Widerhaken	highA_lowS
Bargeld	highA_lowS
Krücke	highA_lowS
Paprika	highA_lowS
Zahnrad	highA_lowS
Peperoni	highA_lowS
Zügel	highA_lowS
Frisbee	highA_lowS
Skizze	highA_lowS
Tablette	highA_lowS
Tandem	highA_lowS
Filet	highA_lowS
Paket	highA_lowS
Diskette	highA_lowS
Gurt	highA_lowS
Maultasche	highA_lowS
Krümel	highA_lowS
Regal	highA_lowS
Olive	highA_lowS
Schlaufe	highA_lowS
Jeans	highA_lowS
Geschütz	highA_highS
Tuba	highA_highS
Hobel	highA_highS
Meißel	highA_highS
Pferd	highA_highS
Banjo	highA_highS
Mixer	highA_highS
Dusche	highA_highS
Tamburin	highA_highS
Knarre	highA_highS
Gitarre	highA_highS
Granate	highA_highS
Klarinette	highA_highS
Bombe	highA_highS
Alphorn	highA_highS
Besen	highA_highS
Kran	highA_highS
Drucker	highA_highS
Peitsche	highA_highS
Triangel	highA_highS
Stapler	highA_highS
Moped	highA_highS
Hebebühne	highA_highS
Trompete	highA_highS
Lagerfeuer	highA_highS
Saite	highA_highS
Kind	highA_highS
Akkordeon	highA_highS
Wischer	highA_highS
Dynamit	highA_highS
Zapfhahn	highA_highS
Kettensäge	highA_highS
Auto	highA_highS
Kanone	highA_highS
Mikrofon	highA_highS
Motorsäge	highA_highS
Taktstock	highA_highS
Schalter	highA_highS
Dudelsack	highA_highS
Gewehr	highA_highS
Schläger	highA_highS
Böller	highA_highS
