word	category
Schweif	lowA_lowS
Grabmal	lowA_lowS
Einhorn	lowA_lowS
Vordach	lowA_lowS
Stachel	lowA_lowS
Fontäne	lowA_lowS
Veranda	lowA_lowS
Fenchel	lowA_lowS
Schleim	lowA_lowS
Pfeiler	lowA_lowS
Strauch	lowA_lowS
Thymian	lowA_lowS
Mahnmal	lowA_lowS
Bildnis	lowA_lowS
Koralle	lowA_lowS
Schlund	lowA_lowS
Gebüsch	lowA_lowS
Stausee	lowA_lowS
Gefieder	lowA_lowS
Hämatom	lowA_lowS
Falter	lowA_lowS
Piranha	lowA_lowS
Schuppe	lowA_lowS
Phosphor	lowA_lowS
Kastanie	lowA_lowS
Marmor	lowA_lowS
Kuppel	lowA_lowS
Vorhof	lowA_lowS
Giraffe	lowA_lowS
Kiesel	lowA_lowS
Skorpion	lowA_lowS
Lavendel	lowA_lowS
Zapfen	lowA_lowS
Krabbe	lowA_lowS
Kristall	lowA_lowS
Zipfel	lowA_lowS
Pollen	lowA_lowS
Zisterne	lowA_lowS
Schwefel	lowA_lowS
Seestern	lowA_lowS
Tentakel	lowA_lowS
Kornfeld	lowA_lowS
Korridor	lowA_lowS
Pappel	lowA_lowS
Schleier	lowA_lowS
Diagramm	lowA_lowS
Schilf	lowA_lowS
Prärie	lowA_lowS
Wölkchen	lowA_lowS
Rebstock	lowA_lowS
Pavillon	lowA_lowS
Gehöft	lowA_lowS
Emblem	lowA_lowS
Quartier	lowA_lowS
Abhang	lowA_lowS
Elektron	lowA_lowS
Sandbank	lowA_lowS
Sockel	lowA_lowS
Krater	lowA_lowS
Lätzchen	lowA_lowS
Steinweg	lowA_lowS
Aquädukt	lowA_lowS
Flagge	lowA_lowS
Knospe	lowA_lowS
Sphinx	lowA_lowS
Präparat	lowA_lowS
Erdhügel	lowA_lowS
Vorplatz	lowA_lowS
Planet	lowA_lowS
Schnecke	lowA_lowS
Dromedar	lowA_lowS
Sensor	lowA_lowS
Natter	lowA_lowS
Torbogen	lowA_lowS
Kruste	lowA_lowS
Hermelin	lowA_lowS
Lagune	lowA_lowS
Graben	lowA_lowS
Statue	lowA_lowS
Eidechse	lowA_lowS
Talisman	lowA_lowS
Flocke	lowA_lowS
Akazie	lowA_lowS
Zitadelle	lowA_lowS
Palast	lowA_lowS
Känguruh	lowA_lowS
Satellit	lowA_lowS
Hornhaut	lowA_lowS
Bakterium	lowA_lowS
Wacholder	lowA_lowS
Schalotte	lowA_lowS
Minze	lowA_lowS
Mumie	lowA_lowS
Gletscher	lowA_lowS
Büste	lowA_lowS
